id,user_pattern,departure_station,arrival_station,arrival_day,arrival_time,purchase_day,service,service_departure_time,service_arrival_time,seat,price,utility,best_service,best_seat,best_utility
4103,Business,60000,71801,2023-09-06,9.489356655175625,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4104,Business,60000,71801,2023-09-06,8.677836817739829,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4105,Business,60000,71801,2023-09-06,9.255175294106747,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4106,Business,60000,71801,2023-09-06,6.3716686362446975,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4107,Tourist,60000,71801,2023-09-06,7.319797924392204,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4108,Student,60000,71801,2023-09-06,15.725449118466365,0,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4109,Tourist,60000,71801,2023-09-06,15.2337447315427,2,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
411,Student,60000,04040,2023-09-06,22.19973528310668,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
4110,Business,60000,71801,2023-09-06,6.4939792607797875,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4111,Business,60000,71801,2023-09-06,6.762399907961521,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4112,Tourist,60000,71801,2023-09-06,6.960621613409637,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4113,Business,60000,71801,2023-09-06,7.672329383597004,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4114,Business,60000,71801,2023-09-06,6.11975582046471,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4115,Business,60000,71801,2023-09-06,8.701199238147577,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4116,Tourist,60000,71801,2023-09-06,5.902920642955392,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4117,Tourist,60000,71801,2023-09-06,6.181264582057478,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
4118,Tourist,60000,71801,2023-09-06,16.912394884096138,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4119,Student,60000,71801,2023-09-06,14.979788521062584,0,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
412,Student,60000,04040,2023-09-06,12.491468553861033,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
4120,Tourist,60000,71801,2023-09-06,10.896392266950805,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
4121,Tourist,60000,71801,2023-09-06,21.826412150079683,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
4122,Business,60000,71801,2023-09-06,6.521574240446066,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4123,Business,60000,71801,2023-09-06,7.419251095790089,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4124,Tourist,60000,71801,2023-09-06,12.881349515784235,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4125,Business,60000,71801,2023-09-06,8.432163216387146,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4126,Student,60000,71801,2023-09-06,21.0150821801902,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4127,Business,60000,71801,2023-09-06,7.558063377691743,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4128,Tourist,60000,71801,2023-09-06,16.07206369396399,2,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
4129,Business,60000,71801,2023-09-06,9.533290217345233,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
413,Student,60000,04040,2023-09-06,18.90226647098933,1,03153_06-09-2023-15.30,15.5,18.7,Elige,66.25,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
4130,Business,60000,71801,2023-09-06,5.834936760954737,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4131,Tourist,60000,71801,2023-09-06,7.977553882467806,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4132,Business,60000,71801,2023-09-06,7.914908276296007,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4133,Tourist,60000,71801,2023-09-06,15.056293498202061,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4134,Business,60000,71801,2023-09-06,9.054496735919944,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4135,Business,60000,71801,2023-09-06,9.515275832265703,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4136,Student,60000,71801,2023-09-06,10.15765197147588,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
4137,Business,60000,71801,2023-09-06,8.543277405222522,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4138,Business,60000,71801,2023-09-06,7.470457952191072,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4139,Student,60000,71801,2023-09-06,17.501839432927216,2,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
414,Business,60000,04040,2023-09-06,7.552541446276397,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
4140,Tourist,60000,71801,2023-09-06,15.615453109810813,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4141,Business,60000,71801,2023-09-06,6.253219132522032,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4142,Business,60000,71801,2023-09-06,7.583515236890659,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4143,Tourist,60000,71801,2023-09-06,21.276192837780656,2,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
4144,Business,60000,71801,2023-09-06,6.189358108155647,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4145,Tourist,60000,71801,2023-09-06,15.497141885727984,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4146,Tourist,60000,71801,2023-09-06,14.538041015922193,9,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
4147,Tourist,60000,71801,2023-09-06,8.60877049628926,6,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
4148,Student,60000,71801,2023-09-06,14.21442133869046,0,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4149,Business,60000,71801,2023-09-06,9.041442850690736,3,,,,,,,03063_06-09-2023-06.30,Premium,100
415,Student,60000,04040,2023-09-06,22.839604850466074,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
4150,Business,60000,71801,2023-09-06,6.853846139806157,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4151,Business,60000,71801,2023-09-06,8.928864203905276,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4152,Business,60000,71801,2023-09-06,8.680795306613943,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4153,Business,60000,71801,2023-09-06,7.12955214965225,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4154,Business,60000,71801,2023-09-06,7.965994123451594,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4155,Business,60000,71801,2023-09-06,7.1073970564114415,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4156,Tourist,60000,71801,2023-09-06,16.42220915411784,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4157,Business,60000,71801,2023-09-06,9.637478531580873,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4158,Student,60000,71801,2023-09-06,15.352531528370937,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
4159,Business,60000,71801,2023-09-06,6.489797582062022,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
416,Student,60000,04040,2023-09-06,17.042821086792465,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
4160,Tourist,60000,71801,2023-09-06,19.881802427458766,6,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
4161,Business,60000,71801,2023-09-06,6.862525690481762,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4162,Business,60000,71801,2023-09-06,8.504334899688896,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4163,Business,60000,71801,2023-09-06,9.160797556637103,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4164,Business,60000,71801,2023-09-06,6.8885363093392495,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4165,Tourist,60000,71801,2023-09-06,12.686025184629646,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4166,Business,60000,71801,2023-09-06,9.04150066727424,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4167,Tourist,60000,71801,2023-09-06,6.029605052275288,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4168,Business,60000,71801,2023-09-06,8.796872906570165,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4169,Business,60000,71801,2023-09-06,8.133339211056006,4,,,,,,,03063_06-09-2023-06.30,Premium,100
417,Student,60000,04040,2023-09-06,15.860514067897281,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
4170,Business,60000,71801,2023-09-06,8.845134721311549,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4171,Tourist,60000,71801,2023-09-06,16.18557661814089,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4172,Business,60000,71801,2023-09-06,8.005777052865996,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4173,Business,60000,71801,2023-09-06,7.628898859444332,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4174,Business,60000,71801,2023-09-06,5.858787912032479,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4175,Tourist,60000,71801,2023-09-06,14.66758835077192,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
4176,Business,60000,71801,2023-09-06,7.013072876268194,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4177,Tourist,60000,71801,2023-09-06,20.291316143303316,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4178,Tourist,60000,71801,2023-09-06,15.692310154402978,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4179,Tourist,60000,71801,2023-09-06,19.456010240294688,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
418,Student,60000,04040,2023-09-06,14.023920842052197,1,03153_06-09-2023-15.30,15.5,18.7,Elige,66.25,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
4180,Business,60000,71801,2023-09-06,10.12498878028525,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4181,Tourist,60000,71801,2023-09-06,18.313182365067664,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
4182,Business,60000,71801,2023-09-06,8.001540635512514,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4183,Business,60000,71801,2023-09-06,9.351347427939778,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4184,Business,60000,71801,2023-09-06,8.456883237601962,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4185,Business,60000,71801,2023-09-06,7.526607567551452,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4186,Business,60000,71801,2023-09-06,6.2545743704939145,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4187,Business,60000,71801,2023-09-06,8.598429162277913,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4188,Business,60000,71801,2023-09-06,8.482118354507051,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4189,Business,60000,71801,2023-09-06,6.987557876706349,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
419,Tourist,60000,04040,2023-09-06,13.18322105243369,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
4190,Business,60000,71801,2023-09-06,9.517713775014446,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4191,Tourist,60000,71801,2023-09-06,16.94715669137864,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4192,Business,60000,71801,2023-09-06,7.623940663544099,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4193,Business,60000,71801,2023-09-06,7.164322561541174,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4194,Tourist,60000,71801,2023-09-06,13.533971633697195,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4195,Tourist,60000,71801,2023-09-06,11.826059444971946,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4196,Business,60000,71801,2023-09-06,7.428212797098974,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4197,Business,60000,71801,2023-09-06,9.040494542514502,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4198,Business,60000,71801,2023-09-06,8.570332695715447,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4199,Business,60000,71801,2023-09-06,8.495159959357855,3,,,,,,,03063_06-09-2023-06.30,Premium,100
42,Tourist,60000,04040,2023-09-06,9.731107357588632,14,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
420,Business,60000,04040,2023-09-06,8.369189361388765,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
4200,Student,60000,71801,2023-09-06,15.665140061172995,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4201,Tourist,60000,71801,2023-09-06,22.711630381041694,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4202,Business,60000,71801,2023-09-06,7.723105536962946,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4203,Business,60000,71801,2023-09-06,8.924233384252222,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4204,Business,60000,71801,2023-09-06,10.40566373058115,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4205,Business,60000,71801,2023-09-06,8.873606064044814,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4206,Business,60000,71801,2023-09-06,9.225440664276457,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4207,Tourist,60000,71801,2023-09-06,7.862683120088863,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
4208,Tourist,60000,71801,2023-09-06,13.51321718471535,11,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
4209,Business,60000,71801,2023-09-06,9.391656265597312,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
421,Student,60000,04040,2023-09-06,13.044016756820625,1,03153_06-09-2023-15.30,15.5,18.7,Elige,66.25,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
4210,Business,60000,71801,2023-09-06,7.416459117493117,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4211,Business,60000,71801,2023-09-06,7.85827614323453,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4212,Student,60000,71801,2023-09-06,19.76674399827144,0,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4213,Business,60000,71801,2023-09-06,8.829389649675893,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4214,Business,60000,71801,2023-09-06,8.396049053875894,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4215,Business,60000,71801,2023-09-06,8.397600983123413,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4216,Tourist,60000,71801,2023-09-06,17.61689568894121,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4217,Business,60000,71801,2023-09-06,6.693914343573592,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4218,Tourist,60000,71801,2023-09-06,11.658927390102587,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
4219,Business,60000,71801,2023-09-06,8.077096137224935,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
422,Business,60000,04040,2023-09-06,8.397113419734268,5,03073_06-09-2023-07.30,7.5,10.7,Elige,92,98.6,03073_06-09-2023-07.30,Básico,98.6
4220,Tourist,60000,71801,2023-09-06,13.205176438889515,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4221,Business,60000,71801,2023-09-06,7.842765214865196,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4222,Business,60000,71801,2023-09-06,6.323437394285069,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4223,Business,60000,71801,2023-09-06,8.87609856179487,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4224,Business,60000,71801,2023-09-06,8.01966365329003,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4225,Business,60000,71801,2023-09-06,6.955749706513414,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4226,Business,60000,71801,2023-09-06,7.300274812229713,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4227,Tourist,60000,71801,2023-09-06,16.52275802077395,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
4228,Student,60000,71801,2023-09-06,18.437526710880622,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
4229,Business,60000,71801,2023-09-06,7.803998279687082,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
423,Business,60000,04040,2023-09-06,8.404130631226517,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
4230,Business,60000,71801,2023-09-06,8.71472082354466,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4231,Tourist,60000,71801,2023-09-06,4.154455394705092,7,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
4232,Business,60000,71801,2023-09-06,6.506512509540457,4,,,,,,,03063_06-09-2023-06.30,Premium,100
4233,Business,60000,71801,2023-09-06,8.702911949292558,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4234,Tourist,60000,71801,2023-09-06,9.251976577251856,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4235,Business,60000,71801,2023-09-06,8.078345711096578,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4236,Business,60000,71801,2023-09-06,8.194909294099872,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4237,Business,60000,71801,2023-09-06,8.173556615107065,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4238,Business,60000,71801,2023-09-06,6.914119459930523,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4239,Tourist,60000,71801,2023-09-06,13.973744117869446,9,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
424,Student,60000,04040,2023-09-06,11.434538031227499,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
4240,Student,60000,71801,2023-09-06,11.651781009960093,2,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
4241,Tourist,60000,71801,2023-09-06,18.82109778072001,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
4242,Business,60000,71801,2023-09-06,8.111931993759308,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4243,Business,60000,71801,2023-09-06,8.633945531108854,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4244,Tourist,60000,71801,2023-09-06,15.066622504954404,6,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
4245,Business,60000,71801,2023-09-06,8.712733666795751,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4246,Tourist,60000,71801,2023-09-06,8.039809924600064,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
4247,Tourist,60000,71801,2023-09-06,20.767449705601035,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
4248,Tourist,60000,71801,2023-09-06,14.411558480744821,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
4249,Business,60000,71801,2023-09-06,8.276652103298494,4,,,,,,,03063_06-09-2023-06.30,Premium,100
425,Student,60000,04040,2023-09-06,21.94761225364396,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
4250,Business,60000,71801,2023-09-06,8.11099080866029,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4251,Business,60000,71801,2023-09-06,7.177465733773395,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4252,Business,60000,71801,2023-09-06,6.306809307134726,6,03071_06-09-2023-07.00,7,9.5,Básico,93.95,100,03063_06-09-2023-06.30,Premium,100
4253,Tourist,60000,71801,2023-09-06,13.779300003100605,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
4254,Business,60000,71801,2023-09-06,8.651262733286604,2,,,,,,,03063_06-09-2023-06.30,Premium,100
4255,Business,60000,71801,2023-09-06,9.923824159320217,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4256,Tourist,60000,71801,2023-09-06,17.671998057352173,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
4257,Tourist,60000,71801,2023-09-06,14.501026768192023,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
4258,Tourist,60000,71801,2023-09-06,7.522421117098959,6,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
4259,Tourist,60000,71801,2023-09-06,6.935533854931869,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
426,Student,60000,04040,2023-09-06,18.752706654324804,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
4260,Tourist,60000,71801,2023-09-06,18.386324366232888,2,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
4261,Business,60000,71801,2023-09-06,8.073875957550051,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4262,Business,60000,71801,2023-09-06,8.994851695031926,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4263,Business,60000,71801,2023-09-06,7.3168552807124065,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4264,Business,60000,71801,2023-09-06,7.610965201448053,3,,,,,,,03063_06-09-2023-06.30,Premium,100
4265,Business,60000,71801,2023-09-06,8.702615520020508,5,06301_06-09-2023-06.15,6.25,8.75,Básico,15,80,03063_06-09-2023-06.30,Premium,100
4266,Student,60000,71801,2023-09-06,18.71967269418588,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
