id,user_pattern,departure_station,arrival_station,arrival_day,arrival_time,purchase_day,service,service_departure_time,service_arrival_time,seat,price,utility,best_service,best_seat,best_utility
1,Student,60000,04040,2023-09-06,15.203025298272536,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
10,Student,60000,04040,2023-09-06,11.380067408257434,2,03143_06-09-2023-14.30,14.5,18.416666666666668,Elige,44.15,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
100,Business,60000,04040,2023-09-06,9.720905100998053,5,03073_06-09-2023-07.30,7.5,10.7,Elige,92,98.6,03073_06-09-2023-07.30,Básico,98.6
1000,Student,60000,04040,2023-09-06,19.61296471743025,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1001,Tourist,60000,04040,2023-09-06,10.004861640715182,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1002,Student,60000,04040,2023-09-06,19.89543267146991,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1003,Tourist,60000,04040,2023-09-06,23.44893117034387,8,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1004,Student,60000,04040,2023-09-06,15.35256486411061,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1005,Student,60000,04040,2023-09-06,18.964530326660007,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1006,Business,60000,04040,2023-09-06,7.326472130657866,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1007,Business,60000,04040,2023-09-06,7.909819701728461,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1008,Business,60000,04040,2023-09-06,8.01743789283353,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1009,Business,60000,04040,2023-09-06,7.338199522504052,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
101,Student,60000,04040,2023-09-06,20.73527261740404,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1010,Business,60000,04040,2023-09-06,9.825691378957895,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1011,Student,60000,04040,2023-09-06,18.05776909700338,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1012,Student,60000,04040,2023-09-06,22.907267830216824,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1013,Student,60000,04040,2023-09-06,17.744950451137417,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1014,Business,60000,04040,2023-09-06,8.095602222068266,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1015,Student,60000,04040,2023-09-06,18.14134045091007,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1016,Business,60000,04040,2023-09-06,7.614740446788384,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1017,Tourist,60000,04040,2023-09-06,15.26575783170387,1,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,51.5,47.225,03203_06-09-2023-20.40,Básico,51.13333333333334
1018,Student,60000,04040,2023-09-06,16.130358274432957,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1019,Business,60000,04040,2023-09-06,7.622213284064315,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
102,Student,60000,04040,2023-09-06,17.767636311161393,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
1020,Student,60000,04040,2023-09-06,15.101575306912595,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1021,Student,60000,04040,2023-09-06,17.96170657005219,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1022,Student,60000,04040,2023-09-06,18.657236957717913,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1023,Business,60000,04040,2023-09-06,9.244457673082252,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1024,Business,60000,04040,2023-09-06,8.5579361631316,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1025,Tourist,60000,04040,2023-09-06,20.286014103312166,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1026,Student,60000,04040,2023-09-06,21.67257033178702,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1027,Student,60000,04040,2023-09-06,17.439232919214895,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1028,Business,60000,04040,2023-09-06,9.412304203919158,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1029,Business,60000,04040,2023-09-06,10.322083786048038,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
103,Business,60000,04040,2023-09-06,8.385625584489096,5,03073_06-09-2023-07.30,7.5,10.7,Elige,92,98.6,03073_06-09-2023-07.30,Básico,98.6
1030,Student,60000,04040,2023-09-06,18.443530788886605,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1031,Business,60000,04040,2023-09-06,8.363498835484297,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1032,Business,60000,04040,2023-09-06,9.44191782662329,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1033,Student,60000,04040,2023-09-06,0.48140798475290225,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1034,Business,60000,04040,2023-09-06,8.10639315263986,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1035,Student,60000,04040,2023-09-06,19.409067353623342,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1036,Business,60000,04040,2023-09-06,9.029150604122284,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1037,Tourist,60000,04040,2023-09-06,22.874417145808348,2,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,51.5,47.225,03203_06-09-2023-20.40,Básico,51.13333333333334
1038,Student,60000,04040,2023-09-06,13.123870512156763,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1039,Student,60000,04040,2023-09-06,4.547596586317994,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
104,Student,60000,04040,2023-09-06,15.975730475948001,2,03143_06-09-2023-14.30,14.5,18.416666666666668,Elige,44.15,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1040,Business,60000,04040,2023-09-06,8.773240067930786,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1041,Student,60000,04040,2023-09-06,9.785662243646149,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1042,Student,60000,04040,2023-09-06,20.12016777560903,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1043,Business,60000,04040,2023-09-06,6.417992221627971,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1044,Business,60000,04040,2023-09-06,8.057055441362879,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1045,Business,60000,04040,2023-09-06,8.083996943179052,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1046,Business,60000,04040,2023-09-06,8.872364095063325,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1047,Student,60000,04040,2023-09-06,15.728745391507376,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1048,Business,60000,04040,2023-09-06,8.521356884918637,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1049,Business,60000,04040,2023-09-06,8.316118080281642,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
105,Student,60000,04040,2023-09-06,16.545646006864153,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1050,Business,60000,04040,2023-09-06,6.949830837270589,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1051,Business,60000,04040,2023-09-06,8.069629074735943,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1052,Tourist,60000,04040,2023-09-06,20.237924014692187,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1053,Student,60000,04040,2023-09-06,18.9280267951815,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1054,Student,60000,04040,2023-09-06,21.03083762814795,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1055,Student,60000,04040,2023-09-06,13.577027574755093,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1056,Business,60000,04040,2023-09-06,5.332599658442695,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1057,Tourist,60000,04040,2023-09-06,5.653553021100006,14,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1058,Business,60000,04040,2023-09-06,8.308843482039839,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1059,Student,60000,04040,2023-09-06,23.19885144868569,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
106,Student,60000,04040,2023-09-06,17.881484505967876,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
1060,Business,60000,04040,2023-09-06,8.51786236682416,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1061,Business,60000,04040,2023-09-06,7.439086311427698,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1062,Student,60000,04040,2023-09-06,15.3005841431352,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1063,Student,60000,04040,2023-09-06,19.51415795761754,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1064,Student,60000,04040,2023-09-06,0.2983701732982098,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1065,Student,60000,04040,2023-09-06,16.91645129681621,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1066,Business,60000,04040,2023-09-06,8.00194834040472,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1067,Tourist,60000,04040,2023-09-06,15.256655920887104,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1068,Student,60000,04040,2023-09-06,23.256495905285625,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1069,Student,60000,04040,2023-09-06,19.150152485498324,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
107,Student,60000,04040,2023-09-06,18.89837823424329,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1070,Business,60000,04040,2023-09-06,8.411971692699767,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1071,Tourist,60000,04040,2023-09-06,12.670342690796033,2,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,51.5,47.225,03203_06-09-2023-20.40,Básico,51.13333333333334
1072,Business,60000,04040,2023-09-06,7.96068777913963,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1073,Business,60000,04040,2023-09-06,7.506381185148141,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1074,Student,60000,04040,2023-09-06,17.39496875945988,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1075,Business,60000,04040,2023-09-06,8.537414676091112,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1076,Student,60000,04040,2023-09-06,23.376600156275156,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1077,Student,60000,04040,2023-09-06,17.806867101121483,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1078,Student,60000,04040,2023-09-06,13.76132933737279,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1079,Student,60000,04040,2023-09-06,21.705729729128144,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
108,Student,60000,04040,2023-09-06,17.344813494924644,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1080,Business,60000,04040,2023-09-06,8.709635843784254,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1081,Student,60000,04040,2023-09-06,16.84116034386452,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1082,Student,60000,04040,2023-09-06,18.928967927400546,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1083,Business,60000,04040,2023-09-06,7.451617722551271,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1084,Tourist,60000,04040,2023-09-06,10.92561943479437,8,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1085,Student,60000,04040,2023-09-06,18.134023005661593,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1086,Student,60000,04040,2023-09-06,15.480782891362173,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1087,Student,60000,04040,2023-09-06,20.27581625642211,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1088,Tourist,60000,04040,2023-09-06,15.98571236238075,11,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1089,Business,60000,04040,2023-09-06,8.102256609950524,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
109,Student,60000,04040,2023-09-06,16.473954101272184,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1090,Business,60000,04040,2023-09-06,6.386286234458534,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1091,Student,60000,04040,2023-09-06,17.95164998015497,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1092,Tourist,60000,04040,2023-09-06,15.8194523534098,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1093,Business,60000,04040,2023-09-06,7.6918369103811965,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1094,Business,60000,04040,2023-09-06,8.489508157508205,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1095,Business,60000,04040,2023-09-06,4.948394597432811,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1096,Student,60000,04040,2023-09-06,17.62567431257375,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1097,Student,60000,04040,2023-09-06,14.669998944454619,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1098,Tourist,60000,04040,2023-09-06,12.726410585051717,1,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,51.5,47.225,03203_06-09-2023-20.40,Básico,51.13333333333334
1099,Business,60000,04040,2023-09-06,8.374592536163282,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
11,Student,60000,04040,2023-09-06,17.03291635797712,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
110,Student,60000,04040,2023-09-06,22.078550298271793,2,03143_06-09-2023-14.30,14.5,18.416666666666668,Elige,44.15,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1100,Student,60000,04040,2023-09-06,19.46903903986166,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1101,Business,60000,04040,2023-09-06,7.641846306532178,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1102,Student,60000,04040,2023-09-06,20.645625222102158,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1103,Business,60000,04040,2023-09-06,9.040066150265346,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1104,Student,60000,04040,2023-09-06,17.820335747018408,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1105,Student,60000,04040,2023-09-06,15.221342204684847,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1106,Student,60000,04040,2023-09-06,16.908017732313144,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1107,Tourist,60000,04040,2023-09-06,15.128201901548014,9,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1108,Student,60000,04040,2023-09-06,22.52347591010995,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1109,Student,60000,04040,2023-09-06,22.389986702799945,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
111,Student,60000,04040,2023-09-06,15.940223186409575,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
1110,Student,60000,04040,2023-09-06,11.162932382338207,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1111,Student,60000,04040,2023-09-06,19.631059572117525,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1112,Business,60000,04040,2023-09-06,9.107763916113987,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1113,Student,60000,04040,2023-09-06,14.997815638507763,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1114,Student,60000,04040,2023-09-06,19.991822635790776,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1115,Student,60000,04040,2023-09-06,22.02608364560472,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1116,Business,60000,04040,2023-09-06,8.661725195653064,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1117,Tourist,60000,04040,2023-09-06,20.148809094038633,14,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1118,Business,60000,04040,2023-09-06,9.351919542255331,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1119,Business,60000,04040,2023-09-06,6.540710528535927,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
112,Tourist,60000,04040,2023-09-06,11.312883452181811,14,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1120,Business,60000,04040,2023-09-06,6.689149346718309,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1121,Tourist,60000,04040,2023-09-06,8.923061845477202,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
1122,Student,60000,04040,2023-09-06,17.729338392047914,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1123,Business,60000,04040,2023-09-06,6.787338613820735,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1124,Business,60000,04040,2023-09-06,8.574767403475212,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1125,Business,60000,04040,2023-09-06,7.383873380348214,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
1126,Student,60000,04040,2023-09-06,16.07229603589093,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1127,Student,60000,04040,2023-09-06,12.369467807297205,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1128,Business,60000,04040,2023-09-06,8.743573932931652,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1129,Student,60000,04040,2023-09-06,15.94042245680118,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
113,Business,60000,04040,2023-09-06,8.659377705479049,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1130,Student,60000,04040,2023-09-06,19.93151543857081,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1131,Student,60000,04040,2023-09-06,19.299459113499285,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
1132,Student,60000,04040,2023-09-06,19.937653723392582,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1133,Business,60000,04040,2023-09-06,8.563947609117296,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1134,Student,60000,04040,2023-09-06,20.625494551162,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1135,Student,60000,04040,2023-09-06,21.113442711441472,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1136,Business,60000,04040,2023-09-06,8.868168782406128,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1137,Business,60000,04040,2023-09-06,8.212721316948073,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1138,Student,60000,04040,2023-09-06,19.908707701076743,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1139,Student,60000,04040,2023-09-06,22.31288996052836,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
114,Student,60000,04040,2023-09-06,23.83303686587394,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
1140,Business,60000,04040,2023-09-06,6.981633791106773,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1141,Tourist,60000,04040,2023-09-06,9.091760564030139,6,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
1142,Student,60000,04040,2023-09-06,15.672890172758049,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
1143,Student,60000,04040,2023-09-06,20.27514260829118,0,,,,,,,03143_06-09-2023-14.30,Básico,25.86640625
1144,Business,60000,04040,2023-09-06,6.904512348757173,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1145,Business,60000,04040,2023-09-06,7.614496196312737,2,,,,,,,03073_06-09-2023-07.30,Básico,98.6
1146,Business,60000,04040,2023-09-06,8.12986941909845,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1147,Business,60000,04040,2023-09-06,6.763087156318755,5,03083_06-09-2023-08.30,8.5,11.25,Premium,87.5,97.5,03073_06-09-2023-07.30,Básico,98.6
1148,Business,60000,04040,2023-09-06,7.188825862541975,6,03073_06-09-2023-07.30,7.5,10.7,Básico,73.6,98.6,03073_06-09-2023-07.30,Básico,98.6
1149,Student,60000,04040,2023-09-06,0.8227151798598484,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
115,Student,60000,04040,2023-09-06,16.62638381709699,0,03173_06-09-2023-17.30,17.5,20.7,Básico,92,24.6796875,03143_06-09-2023-14.30,Básico,25.86640625
